building_id,district,postal_code,address,latitude,longitude,construction_year,building_type,num_units,total_area_m2,num_floors,roof_type,facade_material,window_type,heating_system,heating_age,insulation_walls,insulation_roof,insulation_basement,ownership_type,epc_rating,epc_date,energy_consumption_kwh_m2,last_renovation_year,listed_building
BLD-05976,Friedrichshain-Kreuzberg,10245,Frankfurter Allee 105,52.514305,13.455476,1907,Altbau,9,687.0,4,Hip,Prefab panel,Single-pane,Mixed,21,None,Partial,None,Condominium,G,2016-06-22,246.3,2000,FALSE
BLD-05977,Mitte,10179,Torstr. 120,52.523666,13.387226,1916,Altbau,15,1649.9,5,Hip,Render,Single-pane,Electric,24,None,Full,Partial,Private landlord,G,2021-08-17,219.2,,FALSE
BLD-05978,Marzahn-Hellersdorf,12681,Potsdamer Str. 157,52.541247,13.584667,1910,Altbau,52,4583.9,7,Hip,Render,Double-pane,Mixed,17,Partial,None,None,Municipal,G,2019-03-06,236.8,2019,FALSE
BLD-05979,Neukölln,12053,Bergmannstr. 124,52.48332,13.437496,2006,Modern,7,611.8,3,Hip,Prefab panel,Mixed,Electric,9,Partial,Full,Full,Condominium,B,2023-03-09,68.1,,FALSE
BLD-05980,Reinickendorf,13469,Greifswalder Str. 24,52.577729,13.3074,1986,Plattenbau,21,1920.6,9,Pitched,Prefab panel,Mixed,Electric,31,Full,None,Partial,Condominium,F,2015-05-24,169.6,2023,FALSE
BLD-05981,Friedrichshain-Kreuzberg,10961,Brunsbütteler Damm 75,52.506584,13.471729,1886,Gründerzeit,54,4911.8,3,Hip,Prefab panel,Single-pane,District heating,28,None,None,Partial,Corporate landlord,G,2020-10-03,200.6,,FALSE
BLD-05982,Tempelhof-Schöneberg,10779,Innsbrucker Str. 145,52.478373,13.376793,1872,Altbau,30,3218.2,9,Mansard,Brick,Double-pane,Gas boiler,29,None,None,None,Housing cooperative,H,2016-03-15,255.2,2019,FALSE
BLD-05983,Lichtenberg,13051,Britzer Damm 158,52.508207,13.479021,1990,Modern,9,778.6,7,Pitched,Brick,Double-pane,Oil boiler,6,None,None,Full,Housing cooperative,C,2016-11-24,84.7,,FALSE
BLD-05984,Treptow-Köpenick,12439,Karl-Marx-Str. 114,52.468485,13.495983,1883,Gründerzeit,27,1600.4,4,Pitched,Prefab panel,Triple-pane,Gas boiler,19,None,None,None,Corporate landlord,G,2021-03-17,223.8,2018,FALSE
BLD-05985,Tempelhof-Schöneberg,12103,Sonnenallee 152,52.459396,13.330544,1980,1980s block,7,730.7,5,Hip,Render,Triple-pane,District heating,32,None,Partial,None,Private landlord,D,2018-08-26,108.2,2023,FALSE
BLD-05986,Steglitz-Zehlendorf,14165,Bergmannstr. 84,52.46718,13.312407,1960,Post-war,19,1525.0,5,Mansard,Render,Mixed,Mixed,3,None,Partial,None,Municipal,F,2023-06-24,178.1,,FALSE
BLD-05987,Spandau,13581,Eberswalder Str. 68,52.526784,13.180065,1914,Altbau,37,2418.6,5,Hip,Sandstone,Double-pane,Oil boiler,9,None,None,None,Municipal,G,2015-06-17,220.9,2015,FALSE
BLD-05988,Spandau,13583,Wrangelstr. 67,52.529059,13.19296,1976,1970s block,22,1487.9,6,Mansard,Prefab panel,Single-pane,Mixed,5,Partial,Partial,Full,Municipal,F,2023-09-05,170.5,,FALSE
BLD-05989,Steglitz-Zehlendorf,14169,Greifswalder Str. 84,52.468067,13.320069,1987,1980s block,10,739.6,6,Pitched,Concrete,Triple-pane,Heat pump,7,None,Partial,None,Housing cooperative,E,2020-02-24,141.9,,FALSE
BLD-05990,Neukölln,12047,Torstr. 151,52.474867,13.441594,1883,Altbau,9,587.8,3,Mansard,Sandstone,Double-pane,Gas boiler,15,None,None,None,Corporate landlord,H,2015-08-16,253.1,2023,TRUE
BLD-05991,Charlottenburg-Wilmersdorf,10589,Eberswalder Str. 43,52.517481,13.305136,1985,1980s block,26,2343.7,6,Mansard,Prefab panel,Mixed,Oil boiler,31,None,Full,None,Municipal,F,2022-05-31,184.4,2017,FALSE
BLD-05992,Spandau,13585,Köpenicker Str. 62,52.524926,13.203229,1953,Post-war,3,222.7,9,Flat,Prefab panel,Single-pane,Heat pump,20,None,Partial,Full,Condominium,F,2018-03-23,198.2,,FALSE
BLD-05993,Mitte,10117,Köpenicker Str. 90,52.516226,13.374316,1985,Plattenbau,10,1099.9,7,Flat,Prefab panel,Triple-pane,Heat pump,7,None,None,Partial,Housing cooperative,F,2016-11-16,165.6,2014,FALSE
BLD-05994,Tempelhof-Schöneberg,12103,Spandauer Str. 7,52.49733,13.366742,1987,1980s block,20,1413.8,2,Pitched,Sandstone,Double-pane,Electric,17,Partial,Partial,Partial,Municipal,E,2017-01-09,148.9,2019,FALSE
BLD-05995,Steglitz-Zehlendorf,12169,Köpenicker Str. 39,52.466279,13.275868,1965,Plattenbau,35,2931.1,9,Flat,Prefab panel,Mixed,Heat pump,3,None,Partial,Full,Condominium,G,2023-10-21,200.0,2012,FALSE
BLD-05996,Treptow-Köpenick,12437,Marzahner Chaussee 173,52.450636,13.516422,1955,Post-war,2,155.9,9,Mansard,Prefab panel,Double-pane,Gas boiler,23,None,None,None,Condominium,F,2021-06-28,192.6,2008,FALSE
BLD-05997,Neukölln,12043,Müllerstr. 57,52.465352,13.467566,1999,Modern,2,124.8,7,Mansard,Brick,Mixed,Gas boiler,19,Full,Full,Partial,Housing cooperative,E,2021-01-04,132.0,2005,FALSE
BLD-05998,Mitte,10179,Schönhauser Allee 105,52.53191,13.378434,1910,Gründerzeit,37,3090.3,2,Hip,Concrete,Single-pane,Heat pump,11,None,None,Full,Private landlord,H,2017-08-03,262.6,1996,FALSE
BLD-05999,Neukölln,12045,Torstr. 19,52.481157,13.445693,1952,Post-war,23,2394.0,2,Mansard,Render,Single-pane,Heat pump,15,None,None,None,Housing cooperative,G,2022-06-18,240.6,,FALSE
BLD-06000,Mitte,10179,Brunsbütteler Damm 159,52.53249,13.373475,2005,Modern,29,2068.0,7,Mansard,Brick,Double-pane,Electric,19,Full,Full,Full,Municipal,D,2018-09-26,103.7,2013,FALSE
BLD-06001,Charlottenburg-Wilmersdorf,14195,Landsberger Allee 56,52.522214,13.311045,1967,Plattenbau,24,2132.3,8,Pitched,Prefab panel,Double-pane,Heat pump,7,Partial,Full,Partial,Private landlord,F,2020-07-27,174.4,,FALSE
BLD-06002,Steglitz-Zehlendorf,14167,Frankfurter Allee 36,52.472479,13.293585,1962,Plattenbau,5,546.8,8,Mansard,Prefab panel,Single-pane,Electric,25,None,Partial,Partial,Condominium,F,2019-11-29,163.4,,FALSE
BLD-06003,Treptow-Köpenick,12557,Brunsbütteler Damm 115,52.465826,13.493993,1970,Plattenbau,54,5925.7,8,Mansard,Prefab panel,Double-pane,District heating,25,Partial,None,Full,Condominium,F,2015-05-17,170.6,2016,FALSE
BLD-06004,Neukölln,12057,Rummelsburger Str. 47,52.485036,13.460191,1982,1980s block,19,1205.3,3,Mansard,Render,Double-pane,District heating,7,None,None,Full,Private landlord,E,2019-03-20,147.7,2017,FALSE
BLD-06005,Steglitz-Zehlendorf,12163,Nonnendammallee 145,52.43574,13.31413,1978,1970s block,22,1754.3,3,Pitched,Render,Triple-pane,Heat pump,19,Partial,Partial,Full,Corporate landlord,F,2020-06-07,169.0,1995,FALSE
BLD-06006,Tempelhof-Schöneberg,12105,Warschauer Str. 118,52.465635,13.368099,1972,1970s block,8,811.2,7,Hip,Prefab panel,Mixed,Mixed,27,None,Partial,None,Condominium,F,2015-11-23,196.6,2004,FALSE
BLD-06007,Pankow,13089,Frankfurter Allee 99,52.568933,13.414188,1914,Altbau,13,1012.4,8,Pitched,Sandstone,Single-pane,Electric,12,Partial,None,None,Housing cooperative,G,2018-12-20,243.5,2009,FALSE
BLD-06008,Pankow,13086,Britzer Damm 114,52.570337,13.383854,1982,1980s block,29,2389.6,7,Mansard,Sandstone,Mixed,Oil boiler,3,None,Full,None,Housing cooperative,E,2017-06-27,139.8,2017,FALSE
BLD-06009,Steglitz-Zehlendorf,14165,Zehlendorfer Str. 25,52.435327,13.241274,1897,Altbau,17,1704.7,6,Mansard,Sandstone,Triple-pane,Gas boiler,16,Partial,None,None,Private landlord,G,2016-12-25,224.5,,FALSE
BLD-06010,Charlottenburg-Wilmersdorf,14193,Mariendorfer Damm 26,52.514253,13.342162,1980,Plattenbau,37,2365.7,4,Mansard,Prefab panel,Double-pane,District heating,27,None,None,Partial,Condominium,F,2019-06-01,181.4,2001,FALSE
BLD-06011,Steglitz-Zehlendorf,14167,Kolonnenstr. 102,52.456082,13.30593,1953,Post-war,14,872.4,9,Flat,Prefab panel,Single-pane,Electric,20,None,None,None,Municipal,G,2019-10-09,208.3,,FALSE
BLD-06012,Treptow-Köpenick,12459,Wrangelstr. 38,52.441953,13.549691,1887,Altbau,11,748.2,5,Mansard,Mixed,Mixed,Heat pump,24,Partial,None,None,Private landlord,G,2016-09-04,232.7,1996,FALSE
BLD-06013,Mitte,10117,Frankfurter Allee 61,52.517956,13.414767,1964,Plattenbau,52,3608.5,4,Mansard,Prefab panel,Single-pane,Electric,14,Partial,Partial,None,Condominium,E,2020-06-10,152.4,2020,FALSE
BLD-06014,Tempelhof-Schöneberg,10783,Gatower Str. 140,52.47805,13.339868,1948,Post-war,30,2718.0,6,Hip,Render,Double-pane,Gas boiler,6,None,None,None,Private landlord,G,2017-04-11,222.4,1990,FALSE
BLD-06015,Steglitz-Zehlendorf,14163,Hermannstr. 6,52.436893,13.292103,1874,Altbau,53,4413.2,8,Hip,Sandstone,Double-pane,Heat pump,22,Partial,None,None,Municipal,G,2015-12-29,224.7,1997,FALSE
BLD-06016,Reinickendorf,13409,Hermannstr. 65,52.587223,13.327167,1894,Gründerzeit,19,2068.2,2,Mansard,Brick,Single-pane,Mixed,9,None,Partial,None,Housing cooperative,G,2017-12-13,240.7,,FALSE
BLD-06017,Steglitz-Zehlendorf,12163,Mariendorfer Damm 53,52.469594,13.295021,1977,1970s block,3,319.5,5,Pitched,Render,Single-pane,Heat pump,16,None,Full,None,Private landlord,G,2023-07-27,201.1,2001,FALSE
BLD-06018,Treptow-Köpenick,12487,Invalidenstraße 117,52.450626,13.552435,1957,Post-war,2,181.5,9,Hip,Brick,Single-pane,District heating,30,None,None,Partial,Municipal,F,2015-01-22,180.8,2006,FALSE
BLD-06019,Lichtenberg,10317,Zehlendorfer Str. 53,52.517493,13.486987,2001,Modern,12,1249.6,8,Flat,Brick,Triple-pane,Oil boiler,13,Full,None,Full,Private landlord,C,2018-05-12,82.9,,FALSE
BLD-06020,Friedrichshain-Kreuzberg,10243,Britzer Damm 119,52.515354,13.474712,1976,Plattenbau,5,288.5,7,Mansard,Prefab panel,Mixed,District heating,29,Partial,None,Partial,Private landlord,F,2015-10-15,186.8,1992,FALSE
BLD-06021,Tempelhof-Schöneberg,10783,Hellersdorfer Str. 18,52.460567,13.374877,1949,Post-war,20,1257.9,6,Hip,Render,Double-pane,District heating,34,None,None,None,Condominium,F,2022-07-24,177.9,2008,FALSE
BLD-06022,Pankow,13088,Prenzlauer Allee 105,52.552534,13.453194,1984,Plattenbau,28,3025.3,8,Hip,Prefab panel,Triple-pane,Oil boiler,1,Partial,None,Partial,Private landlord,G,2020-03-18,201.1,1992,FALSE
BLD-06023,Spandau,13581,Karl-Marx-Allee 83,52.520585,13.190462,1955,Post-war,11,1146.7,4,Mansard,Brick,Single-pane,Heat pump,17,Partial,None,None,Condominium,H,2017-02-23,260.3,,FALSE
BLD-06024,Friedrichshain-Kreuzberg,10243,Zehlendorfer Str. 165,52.514522,13.463636,1948,Post-war,28,1774.7,5,Pitched,Concrete,Single-pane,Gas boiler,19,None,None,None,Condominium,F,2018-06-07,194.8,,FALSE
BLD-06025,Marzahn-Hellersdorf,12621,Kastanienallee 162,52.530379,13.574718,1967,Plattenbau,43,3819.5,5,Flat,Prefab panel,Triple-pane,District heating,24,None,Full,None,Corporate landlord,F,2016-03-06,187.8,1996,FALSE
BLD-06026,Pankow,10115,Marzahner Chaussee 71,52.57962,13.417714,1917,Altbau,5,373.1,9,Pitched,Mixed,Double-pane,Mixed,28,None,None,Partial,Condominium,G,2019-07-13,249.3,,FALSE
BLD-06027,Friedrichshain-Kreuzberg,10249,Wrangelstr. 52,52.498501,13.429852,1992,Modern,15,923.8,7,Pitched,Render,Double-pane,District heating,30,None,Partial,Partial,Private landlord,C,2019-02-11,99.5,,FALSE
BLD-06028,Neukölln,12055,Schönhauser Allee 55,52.476899,13.416844,1946,Post-war,3,260.3,8,Mansard,Prefab panel,Single-pane,Oil boiler,28,None,Partial,None,Housing cooperative,F,2017-02-22,190.0,,FALSE
BLD-06029,Treptow-Köpenick,12487,Karl-Marx-Str. 69,52.489023,13.501555,1906,Altbau,30,2996.3,6,Mansard,Prefab panel,Single-pane,Electric,33,None,Full,None,Private landlord,G,2015-07-16,211.9,1994,FALSE
BLD-06030,Reinickendorf,13407,Kolonnenstr. 27,52.558142,13.357521,1959,Post-war,21,2036.2,3,Flat,Mixed,Single-pane,Electric,27,None,None,Partial,Private landlord,G,2023-02-14,202.2,1999,FALSE
BLD-06031,Friedrichshain-Kreuzberg,10243,Rummelsburger Str. 83,52.517689,13.444939,1999,Modern,17,1492.8,5,Pitched,Render,Double-pane,Heat pump,20,Partial,Partial,None,Corporate landlord,C,2016-04-03,84.8,2016,FALSE
BLD-06032,Reinickendorf,13465,Spandauer Str. 117,52.56731,13.298256,2010,Modern,7,597.7,5,Flat,Brick,Double-pane,District heating,5,Full,Partial,Full,Private landlord,B,2019-07-14,71.3,2020,FALSE
BLD-06033,Neukölln,12053,Kolonnenstr. 121,52.476749,13.454088,2005,Modern,13,851.2,9,Mansard,Sandstone,Triple-pane,District heating,5,Partial,Full,Partial,Private landlord,D,2017-11-04,102.3,2021,FALSE
BLD-06034,Lichtenberg,13059,Landsberger Allee 62,52.535198,13.539871,1984,Plattenbau,55,4665.1,6,Hip,Prefab panel,Double-pane,Gas boiler,3,Full,None,None,Housing cooperative,F,2020-11-12,179.2,2002,FALSE
BLD-06035,Pankow,13158,Hermannstr. 90,52.57537,13.388899,1960,Post-war,3,224.9,3,Mansard,Concrete,Single-pane,Oil boiler,14,None,Full,None,Private landlord,F,2022-01-13,179.4,2009,FALSE
BLD-06036,Lichtenberg,13053,Britzer Damm 159,52.536895,13.504445,1978,1970s block,9,843.6,6,Hip,Concrete,Single-pane,Gas boiler,22,Partial,None,None,Corporate landlord,E,2019-12-16,154.4,2001,FALSE
BLD-06037,Mitte,10115,Brunsbütteler Damm 116,52.53357,13.41106,1972,Plattenbau,18,1584.9,3,Mansard,Prefab panel,Single-pane,Heat pump,20,Partial,Partial,None,Condominium,F,2019-11-22,194.4,2018,FALSE
BLD-06038,Friedrichshain-Kreuzberg,10247,Frankfurter Allee 77,52.49679,13.475735,1955,Post-war,24,2435.0,3,Flat,Concrete,Single-pane,Electric,33,None,None,Full,Housing cooperative,F,2021-07-25,195.5,,FALSE
BLD-06039,Lichtenberg,10317,Karl-Marx-Str. 171,52.502642,13.531717,1977,1970s block,30,1721.8,3,Mansard,Brick,Mixed,Heat pump,28,None,Full,Partial,Municipal,F,2022-10-04,163.8,2015,FALSE
BLD-06040,Friedrichshain-Kreuzberg,10965,Müllerstr. 78,52.496863,13.422321,1960,Post-war,14,1028.7,3,Mansard,Concrete,Triple-pane,Mixed,8,None,None,None,Housing cooperative,F,2016-07-09,191.7,2003,FALSE
BLD-06041,Tempelhof-Schöneberg,10785,Köpenicker Str. 40,52.487269,13.360219,1972,Plattenbau,59,4212.5,8,Pitched,Prefab panel,Single-pane,Oil boiler,7,Partial,Partial,None,Municipal,F,2019-07-09,190.4,,FALSE
BLD-06042,Charlottenburg-Wilmersdorf,10589,Berliner Str. 149,52.490103,13.321097,1908,Altbau,43,3143.1,6,Hip,Render,Single-pane,Electric,10,Partial,None,None,Corporate landlord,H,2023-11-21,252.4,2021,FALSE
BLD-06043,Reinickendorf,13439,Brunsbütteler Damm 79,52.563523,13.325295,1953,Post-war,11,1200.7,6,Flat,Mixed,Single-pane,Mixed,30,None,None,None,Condominium,G,2015-02-09,215.4,1995,FALSE
BLD-06044,Reinickendorf,13437,Zehlendorfer Str. 63,52.565125,13.36956,1960,Plattenbau,40,2230.7,2,Hip,Prefab panel,Triple-pane,Gas boiler,6,Full,Partial,None,Corporate landlord,G,2015-06-05,205.4,1993,FALSE
BLD-06045,Steglitz-Zehlendorf,14195,Sonnenallee 160,52.460535,13.293998,2003,Modern,9,892.0,7,Flat,Sandstone,Triple-pane,Mixed,12,Full,Full,Full,Private landlord,C,2018-03-12,94.0,2004,FALSE
BLD-06046,Reinickendorf,13469,Tempelhofer Damm 55,52.561047,13.357632,1979,1980s block,2,208.8,2,Hip,Mixed,Triple-pane,Heat pump,18,Partial,None,None,Municipal,E,2020-09-12,158.5,,FALSE
BLD-06047,Pankow,13187,Innsbrucker Str. 109,52.581772,13.433043,1890,Gründerzeit,51,2914.6,5,Hip,Render,Single-pane,Mixed,15,Full,None,None,Housing cooperative,G,2019-01-17,244.2,2007,FALSE
BLD-06048,Tempelhof-Schöneberg,12101,Torstr. 10,52.462569,13.346966,1979,1980s block,7,552.3,7,Flat,Concrete,Single-pane,Mixed,25,Partial,None,Full,Housing cooperative,E,2023-11-10,143.7,1994,FALSE
BLD-06049,Mitte,10119,Karl-Marx-Str. 168,52.525791,13.375177,1918,Altbau,16,1054.4,4,Pitched,Sandstone,Single-pane,Heat pump,29,None,Partial,None,Housing cooperative,G,2017-01-26,236.4,,FALSE
BLD-06050,Mitte,10119,Berliner Str. 111,52.522928,13.401398,1901,Gründerzeit,22,1647.0,2,Hip,Brick,Double-pane,Heat pump,17,Partial,None,Partial,Corporate landlord,H,2023-06-05,277.3,,FALSE
BLD-06051,Steglitz-Zehlendorf,14163,Bergmannstr. 2,52.465858,13.26043,1977,1970s block,11,834.8,8,Hip,Mixed,Single-pane,Gas boiler,22,Partial,None,None,Municipal,F,2015-12-19,173.5,2023,FALSE
BLD-06052,Treptow-Köpenick,12439,Brunsbütteler Damm 155,52.471551,13.514419,1947,Post-war,17,1674.4,4,Mansard,Concrete,Double-pane,District heating,25,None,None,None,Municipal,G,2016-02-22,217.0,2001,FALSE
BLD-06053,Treptow-Köpenick,12555,Heerstr. 138,52.485207,13.539729,1985,Plattenbau,29,1904.0,6,Pitched,Prefab panel,Mixed,District heating,14,Partial,None,Partial,Municipal,F,2016-06-09,182.6,,FALSE
BLD-06054,Lichtenberg,10317,Britzer Damm 67,52.502776,13.486784,1970,1970s block,6,439.4,5,Flat,Mixed,Double-pane,Mixed,35,Full,Partial,Partial,Condominium,E,2020-11-15,157.2,2003,FALSE
BLD-06055,Steglitz-Zehlendorf,12169,Müllerstr. 61,52.454525,13.276372,1987,Plattenbau,57,5876.8,3,Pitched,Prefab panel,Double-pane,Mixed,18,None,None,Partial,Condominium,F,2023-04-25,160.4,2010,FALSE
BLD-06056,Marzahn-Hellersdorf,12681,Sonnenallee 95,52.527356,13.579482,1990,1980s block,5,315.8,5,Flat,Concrete,Mixed,Heat pump,22,None,None,Partial,Municipal,E,2015-11-02,151.2,2021,FALSE
BLD-06057,Lichtenberg,13051,Hauptstr. 119,52.502652,13.486021,1990,1980s block,11,1061.2,3,Flat,Render,Double-pane,Oil boiler,34,Partial,None,None,Housing cooperative,E,2023-06-30,150.9,1997,FALSE
BLD-06058,Charlottenburg-Wilmersdorf,10587,Gatower Str. 154,52.498685,13.294898,1985,1980s block,12,1056.3,7,Hip,Render,Triple-pane,Electric,8,Partial,None,None,Private landlord,E,2019-04-20,136.7,2001,FALSE
BLD-06059,Charlottenburg-Wilmersdorf,10629,Schönhauser Allee 10,52.500017,13.338757,1906,Gründerzeit,51,4144.2,9,Flat,Mixed,Triple-pane,Oil boiler,17,None,None,None,Corporate landlord,H,2017-12-19,278.2,2018,FALSE
BLD-06060,Treptow-Köpenick,12489,Müllerstr. 61,52.465095,13.532132,1990,1980s block,29,3156.9,9,Pitched,Render,Mixed,Oil boiler,24,None,Partial,Partial,Housing cooperative,E,2019-07-15,151.8,1991,FALSE
BLD-06061,Tempelhof-Schöneberg,10785,Spandauer Str. 72,52.497001,13.390676,1890,Gründerzeit,9,697.3,7,Pitched,Mixed,Mixed,Heat pump,32,None,Partial,None,Housing cooperative,H,2022-01-26,273.0,2019,FALSE
BLD-06062,Treptow-Köpenick,12459,Sonnenallee 117,52.457729,13.559086,1985,1980s block,23,1946.0,6,Pitched,Render,Double-pane,Heat pump,35,None,None,None,Municipal,E,2017-08-10,158.9,2014,FALSE
BLD-06063,Friedrichshain-Kreuzberg,10243,Rummelsburger Str. 112,52.495884,13.472412,1954,Post-war,9,862.6,6,Pitched,Brick,Double-pane,District heating,31,None,None,Partial,Municipal,F,2019-08-28,186.5,1995,FALSE
BLD-06064,Neukölln,12047,Köpenicker Str. 124,52.485075,13.426646,1970,1970s block,27,2373.8,5,Flat,Brick,Double-pane,Gas boiler,21,None,Partial,None,Private landlord,F,2016-07-02,196.2,,FALSE
BLD-06065,Treptow-Köpenick,12487,Britzer Damm 116,52.45447,13.575604,1891,Gründerzeit,17,1170.3,5,Pitched,Prefab panel,Single-pane,Gas boiler,8,Partial,Partial,None,Condominium,H,2022-07-17,251.9,1992,FALSE
BLD-06066,Marzahn-Hellersdorf,12681,Tempelhofer Damm 7,52.536576,13.558807,1900,Gründerzeit,20,1830.0,4,Mansard,Render,Single-pane,Electric,2,None,None,None,Housing cooperative,H,2016-03-11,252.1,2003,FALSE
BLD-06067,Reinickendorf,13469,Richardstr. 85,52.557278,13.310921,1946,Post-war,20,1395.7,7,Mansard,Prefab panel,Single-pane,Oil boiler,10,None,None,Partial,Housing cooperative,F,2021-06-29,185.5,2008,FALSE
BLD-06068,Marzahn-Hellersdorf,12623,Wrangelstr. 176,52.522522,13.581934,1981,1980s block,24,2331.3,4,Flat,Render,Triple-pane,Heat pump,27,Partial,None,Full,Housing cooperative,F,2021-03-03,177.3,2018,FALSE
BLD-06069,Reinickendorf,13403,Hellersdorfer Str. 80,52.563879,13.30474,1886,Altbau,4,323.3,7,Mansard,Mixed,Mixed,Heat pump,23,None,None,None,Private landlord,H,2017-02-17,250.6,,FALSE
BLD-06070,Mitte,10115,Potsdamer Str. 25,52.533604,13.4117,1949,Post-war,18,1749.9,7,Hip,Brick,Single-pane,Oil boiler,27,None,None,None,Municipal,F,2019-02-17,197.7,2018,FALSE
BLD-06071,Lichtenberg,10317,Britzer Damm 91,52.521034,13.482306,1983,1980s block,4,236.9,7,Pitched,Concrete,Double-pane,Mixed,11,Full,Partial,Partial,Condominium,E,2022-11-21,136.8,2011,FALSE
BLD-06072,Mitte,10117,Berliner Str. 155,52.518241,13.392512,1895,Gründerzeit,51,4997.0,7,Pitched,Sandstone,Single-pane,Heat pump,29,None,Full,None,Condominium,G,2016-12-13,219.1,2009,FALSE
BLD-06073,Lichtenberg,13057,Kolonnenstr. 19,52.502821,13.509535,1976,Plattenbau,18,1314.6,2,Mansard,Prefab panel,Single-pane,District heating,16,Full,Full,Partial,Condominium,F,2023-03-01,176.5,2000,FALSE
BLD-06074,Neukölln,12043,Zehlendorfer Str. 70,52.461426,13.441942,1980,1980s block,9,953.0,5,Hip,Brick,Mixed,Oil boiler,23,None,None,Partial,Condominium,F,2023-01-24,162.1,2018,FALSE
BLD-06075,Friedrichshain-Kreuzberg,10963,Lichtenberger Str. 48,52.503281,13.456912,1908,Gründerzeit,24,2483.5,6,Flat,Render,Single-pane,District heating,30,None,None,None,Private landlord,H,2020-09-01,255.4,1997,FALSE
BLD-06076,Steglitz-Zehlendorf,12169,Landsberger Allee 112,52.463967,13.320893,1985,1980s block,3,170.7,4,Mansard,Brick,Mixed,District heating,23,None,Full,Full,Private landlord,E,2017-08-29,139.1,,FALSE
BLD-06077,Reinickendorf,13439,Brunsbütteler Damm 120,52.59543,13.333482,1909,Altbau,40,3554.3,3,Mansard,Brick,Double-pane,Mixed,6,Partial,Partial,Partial,Housing cooperative,F,2018-07-30,199.6,,FALSE
BLD-06078,Reinickendorf,13405,Hellersdorfer Str. 27,52.569913,13.329845,1985,1980s block,3,317.0,8,Mansard,Prefab panel,Mixed,Oil boiler,33,None,None,None,Condominium,E,2016-08-20,144.2,,FALSE
BLD-06079,Neukölln,12053,Schönhauser Allee 149,52.463822,13.45372,1982,1980s block,30,2514.4,7,Flat,Concrete,Triple-pane,Oil boiler,8,None,Full,Partial,Municipal,E,2017-10-28,150.1,1994,FALSE
BLD-06080,Reinickendorf,13407,Berliner Str. 162,52.558628,13.347161,2006,Modern,23,1896.9,7,Pitched,Render,Double-pane,Gas boiler,3,Full,Full,Full,Condominium,C,2015-03-21,99.0,,FALSE
BLD-06081,Charlottenburg-Wilmersdorf,10623,Lichtenberger Str. 125,52.512813,13.34815,1884,Altbau,60,5811.6,7,Mansard,Prefab panel,Single-pane,Oil boiler,15,None,Partial,Partial,Municipal,G,2017-12-14,225.7,1994,FALSE
BLD-06082,Lichtenberg,13059,Sonnenallee 100,52.522752,13.477696,1988,1980s block,29,3073.1,9,Mansard,Brick,Mixed,Oil boiler,3,None,None,None,Municipal,F,2019-07-24,185.4,2019,FALSE
BLD-06083,Friedrichshain-Kreuzberg,10967,Zehlendorfer Str. 172,52.508281,13.446279,1889,Gründerzeit,17,1137.1,2,Hip,Mixed,Single-pane,District heating,13,Partial,None,Full,Private landlord,H,2015-06-13,285.5,1996,FALSE
BLD-06084,Spandau,13593,Tempelhofer Damm 168,52.55137,13.236151,1876,Altbau,23,2476.1,6,Flat,Render,Double-pane,District heating,1,Partial,Partial,Partial,Private landlord,G,2019-10-27,213.5,2019,FALSE
